pmid,lab_name,institution,country,city,latitude,longitude,bsl_level_inferred,pathogens,research_types,ppp_or_gof,confidence,source_pmid
36851550,,National Institute of Allergy and Infectious Diseases,,,,,,Ebola virus,Ebola virus,False,0.9,36851550
36824860,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36824860
36809306,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36809306
36801946,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36801946
36798171,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36798171
36795841,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36795841
36787354,,National Institute of Allergy and Infectious Diseases,,,,,,mpo,human-to-human transmission,False,0.9,36787354
36778849,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36778849
36778273,,National Institute of Allergy and Infectious Diseases,,,,,,,,False,0.0,36778273
36774693,,National Institute of Allergy and Infectious Diseases,,,,,,MARV,experimental,False,0.9,36774693
36755544,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36755544
36739878,,National Institute of Allergy and Infectious Diseases,,,,,,SUDV,experimental,False,0.9,36739878
36728413,,National Institute of Allergy and Infectious Diseases,,,,,,B. bronchiseptica nasal colonization,,False,0.5,36728413
36725433,,National Institute of Allergy and Infectious Diseases,,,,,,ZEBOV,experimental,False,0.9,36725433
36723411,,National Institute of Allergy and Infectious Diseases,,,,,,FluMos-v1,experimental,False,0.9,36723411
36722473,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36722473
36713413,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36713413
36709074,,National Institute of Allergy and Infectious Diseases,,,,,,Marburg virus,experimental,False,0.9,36709074
36702771,,National Institute of Allergy and Infectious Diseases,,,,,,H1N1pdm-like virus,experimental,False,0.9,36702771
36697369,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,positive-strand RNA viruses,False,0.9,36697369
36695611,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36695611
36689221,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36689221
36683765,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36683765
36681898,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36681898
36658109,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36658109
36655200,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36655200
36654682,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,36654682
36634620,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36634620
36631564,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36631564
36625657,,National Institute of Allergy and Infectious Diseases,,,,,,"229E, OC43, NL63, and HKU1",experimental,False,0.9,36625657
36617594,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36617594
36602804,,National Institute of Allergy and Infectious Diseases,,,,,,MIS-C,experimental,False,0.9,36602804
36598976,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,clinical,False,0.9,36598976
36592667,,National Institute of Allergy and Infectious Diseases,,,,,,Ebola virus,humanized mouse,False,0.8,36592667
36589893,,National Institute of Allergy and Infectious Diseases,,,,,,H1N1,experimental,False,0.9,36589893
36583642,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,36583642
36582240,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36582240
36574583,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,36574583
36574296,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36574296
36561185,,National Institute of Allergy and Infectious Diseases,,,,,,B/HPIV3/S-2P,experimental,False,0.9,36561185
36557713,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36557713
36546480,,National Institute of Allergy and Infectious Diseases,,,,,,JAK1GOF,genetic studies of JAK1GOF in humans,False,0.9,36546480
36543806,,National Institute of Allergy and Infectious Diseases,,,,,,NiV,experimental,False,0.9,36543806
36536106,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36536106
36532656,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36532656
36528815,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36528815
36528644,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36528644
36523415,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36523415
36523408,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36523408
36517603,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,36517603
36517467,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36517467
36516269,,National Institute of Allergy and Infectious Diseases,,,,,,ChAd3,experimental,False,0.9,36516269
36516078,,National Institute of Allergy and Infectious Diseases,,,,,,Zaire Ebola virus disease,experimental,False,0.9,36516078
36513665,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36513665
36509288,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36509288
36508878,,National Institute of Allergy and Infectious Diseases,,,,,,Nipah virus,experimental,False,0.9,36508878
36506838,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36506838
36482505,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36482505
36454813,,National Institute of Allergy and Infectious Diseases,,,,,,VOCs,vaccines,False,0.9,36454813
36448028,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36448028
36447243,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36447243
36446385,,National Institute of Allergy and Infectious Diseases,,,,,,T&#xa0;cell large granular lymphocytic leukemia (T-LGL),experimental,False,0.9,36446385
36435936,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36435936
36423629,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36423629
36423101,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36423101
36423030,,National Institute of Allergy and Infectious Diseases,,,,,,MARV Angola,experimental,False,0.9,36423030
36417366,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36417366
36415460,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36415460
36411391,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36411391
36399927,,National Institute of Allergy and Infectious Diseases,,,,,,SAVI,experimental,False,0.9,36399927
36399566,,National Institute of Allergy and Infectious Diseases,,,,,,Omicron BA.1 and BA.2 VOCs,,False,0.9,36399566
36382536,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36382536
36380767,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36380767
36378426,,National Institute of Allergy and Infectious Diseases,,,,,,IKBKB,experimental,False,0.9,36378426
36373096,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36373096
36360782,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,36360782
36356586,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36356586
36356572,,National Institute of Allergy and Infectious Diseases,,,,,,H1N1,experimental,False,0.9,36356572
36353642,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36353642
36352100,,National Institute of Allergy and Infectious Diseases,,,,,,EBOV,experimental,False,0.9,36352100
36347257,,National Institute of Allergy and Infectious Diseases,,,,,,COV-89-22,convalescent donors,False,0.9,36347257
36345429,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36345429
36336785,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36336785
36324810,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36324810
36324802,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36324802
36322769,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36322769
36302375,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36302375
36300895,,National Institute of Allergy and Infectious Diseases,,,,,,SB; SARS-CoV-2,experimental,False,0.9,36300895
36298782,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36298782
36298683,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36298683
36298460,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36298460
36289232,,National Institute of Allergy and Infectious Diseases,,,,,,H. pylori ferritin,experimental,False,0.9,36289232
36274085,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36274085
36268708,,National Institute of Allergy and Infectious Diseases,,,,,,Herpesviridae,experimental,False,0.9,36268708
36265510,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36265510
36264642,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36264642
36263161,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36263161
36263071,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36263071
36263064,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36263064
36263060,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36263060
36257313,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36257313
36248851,,National Institute of Allergy and Infectious Diseases,,,,,,HA-split-subunit-vaccine; HA-split-subunit-vaccine-quadrivalent,experimental,False,0.9,36248851
36228738,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36228738
36227594,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,36227594
36224218,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36224218
36222529,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36222529
36215331,,National Institute of Allergy and Infectious Diseases,,,,,,VACV,vaccinia virus,False,0.9,36215331
36203551,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36203551
36200701,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36200701
36197988,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36197988
36195473,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36195473
36192702,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36192702
36189212,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36189212
36184587,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36184587
36183296,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,36183296
36182704,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36182704
36179680,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36179680
36172122,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36172122
36146818,,National Institute of Allergy and Infectious Diseases,,,,,,monkeypox,experimental,False,0.9,36146818
36146799,,National Institute of Allergy and Infectious Diseases,,,,,,monkeypox virus,human; monkeypox virus,False,0.9,36146799
36146462,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36146462
36128909,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36128909
36119018,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36119018
36112363,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36112363
36111172,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,36111172
36106642,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36106642
36104754,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36104754
36103542,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36103542
36102311,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36102311
36093351,,National Institute of Allergy and Infectious Diseases,,,,,,MIS-C,experimental,False,0.9,36093351
36093348,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36093348
36059532,,National Institute of Allergy and Infectious Diseases,,,,,,MERS-CoV,experimental,False,0.9,36059532
36050911,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36050911
36047331,,National Institute of Allergy and Infectious Diseases,,,,,,EBOV,experimental,False,0.9,36047331
36045906,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36045906
36037469,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36037469
36034097,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36034097
36032985,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36032985
36032969,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36032969
36032964,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36032964
36032963,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36032963
36032119,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36032119
36016151,,National Institute of Allergy and Infectious Diseases,,,,,,MARV,experimental,False,0.9,36016151
36016104,,National Institute of Allergy and Infectious Diseases,,,,,,EBOV,experimental,False,0.9,36016104
36016101,,National Institute of Allergy and Infectious Diseases,,,,,,Ebola virus disease,clinical,False,0.9,36016101
36016089,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36016089
36010011,,National Institute of Allergy and Infectious Diseases,,,,,,TB,clinical,False,0.9,36010011
36002235,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36002235
36001075,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36001075
36000847,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36000847
35986912,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35986912
35985993,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35985993
35982683,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35982683
35982676,,National Institute of Allergy and Infectious Diseases,,,,,,H1N1,experimental,False,0.9,35982676
35982658,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35982658
35982307,,National Institute of Allergy and Infectious Diseases,,,,,,IAV,experimental,False,0.9,35982307
35981855,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35981855
35977169,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35977169
35971544,,National Institute of Allergy and Infectious Diseases,,,,,,Delta,experimental,False,0.9,35971544
35963234,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,35963234
35958144,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35958144
35952670,,National Institute of Allergy and Infectious Diseases,,,,,,IAV-CoV-2,humanized mice,False,0.9,35952670
35952496,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,35952496
35944006,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35944006
35941149,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35941149
35939810,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35939810
35935779,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35935779
35932641,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35932641
35931818,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35931818
35891697,,National Institute of Allergy and Infectious Diseases,,,,,,HRV,experimental,False,0.9,35891697
35891619,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35891619
35882421,,National Institute of Allergy and Infectious Diseases,,,,,,LPS; WHIM,experimental; clinical,False,0.9,35882421
35876700,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35876700
35873792,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35873792
35868845,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35868845
35866633,,National Institute of Allergy and Infectious Diseases,,,,,,Marburg virus,experimental,False,0.9,35866633
35862971,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35862971
35860216,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35860216
35857640,,National Institute of Allergy and Infectious Diseases,,,,,,IAVs,experimental,False,0.9,35857640
35857620,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35857620
35857439,,National Institute of Allergy and Infectious Diseases,,,,,,COV44-62,experimental,False,0.9,35857439
35852866,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35852866
35844575,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35844575
35841885,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35841885
35835913,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,35835913
35833684,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,35833684
35818363,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,35818363
35803290,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35803290
35798224,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35798224
35798000,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35798000
35797235,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35797235
35785530,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35785530
35783502,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35783502
35764659,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35764659
35759728,,National Institute of Allergy and Infectious Diseases,,,,,,,,False,0.0,35759728
35759653,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35759653
35746785,,National Institute of Allergy and Infectious Diseases,,,,,,HIV,metabolomics,False,0.9,35746785
35728910,,National Institute of Allergy and Infectious Diseases,,,,,,CAP,experimental,False,0.9,35728910
35724448,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35724448
35721226,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35721226
35708626,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35708626
35679357,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,35679357
35679343,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35679343
35679259,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35679259
35672482,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,immunotherapy,False,0.9,35672482
35671054,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35671054
35665011,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35665011
35660376,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35660376
35653572,,National Institute of Allergy and Infectious Diseases,,,,,,H1N1,H1N1,False,0.9,35653572
35653196,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35653196
35637389,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35637389
35637337,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35637337
35632807,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35632807
35617986,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35617986
35617976,,National Institute of Allergy and Infectious Diseases,,,,,,Ebola virus disease,experimental,False,0.9,35617976
35609088,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35609088
35605238,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35605238
35588755,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35588755
35580040,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,35580040
35579953,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35579953
35579509,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35579509
35576972,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35576972
35568025,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35568025
35559666,,National Institute of Allergy and Infectious Diseases,,,,,,Pf,experimental,False,0.9,35559666
35547849,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35547849
35538057,,National Institute of Allergy and Infectious Diseases,,,,,,H1N1,human influenza,False,0.9,35538057
35535503,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35535503
35534723,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35534723
35531799,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35531799
35526534,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35526534
35507130,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35507130
35506060,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35506060
35500221,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35500221
35489332,,National Institute of Allergy and Infectious Diseases,,,,,,H7N9 vaccine trial; 315-19-1D12 antibody; HV1-2 antibody; KV2-28 antibody,,False,0.9,35489332
35447072,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35447072
35443020,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35443020
35441178,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35441178
35441162,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35441162
35439166,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35439166
35415200,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35415200
35404959,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35404959
35395191,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35395191
35392453,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35392453
35389888,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35389888
35385353,,National Institute of Allergy and Infectious Diseases,,,,,,EBOV,experimental,False,0.9,35385353
35383176,,National Institute of Allergy and Infectious Diseases,,,,,,,,False,0.0,35383176
35380448,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35380448
35378757,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35378757
35378752,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35378752
35371100,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35371100
35361968,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35361968
35359831,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35359831
35353960,,National Institute of Allergy and Infectious Diseases,,,,,,Covid-19,experimental,False,0.9,35353960
35353885,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,clinical,False,0.9,35353885
35350208,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35350208
35350206,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35350206
35349483,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35349483
35336950,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35336950
35335067,,National Institute of Allergy and Infectious Diseases,,,,,,VSV-SARS2,experimental,False,0.9,35335067
35324257,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35324257
35319248,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35319248
35316213,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35316213
35313387,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,35313387
35303429,,National Institute of Allergy and Infectious Diseases,,,,,,EBOV,experimental,False,0.9,35303429
35303426,,National Institute of Allergy and Infectious Diseases,,,,,,Ebola virus,clinical,False,0.9,35303426
